"color-count","goods-title-link--jump","goods-title-link--jump href","selling_proposition","price","discount","rank-title","rank-sub","goods-title-link"
"","","","100+ sold recently","$5.80","-12%","","","Mini Heart Decor Square Bag Multi Zipper Phone Wallet Women's Arm Coin Purse Casual Crossbody Bag For Outdoor Lightweight Modern Business Credit Card ID Card Money Cash Business Casual Teacher's Day Teacher Gifts Work Business Commute Travel Holiday Office Vacation For Gift For Lady For Female White-Collar Workers Cross Body Bag Plain Under Arm Purses Bags Teacher Gifts Gift For Girlfriend Women Gifts Present Heart Purse School Supplies Teacher Gifts Back To School"
"","","","40+ sold recently","$6.60","-12%","","","2pcs Fashionable Wrist Bag, Portable Minimalist Bank Card Mini Change Storage Bag, Waterproof Coin Bag, Student Driver's License Bag, Large Capacity Key Bag, Card Bag,"
"6","","","200+ sold recently","$5.70","-11%","","","Large Waterproof Drawstring Backpack With Wet/Dry Separation - Ideal For Sports, Swimming, And Travel,Durable Waterproof Drawstring Backpack For Active Outdoor Sports And Fitness - Keep Your Gear Safe And Dry!"
"","","","30+ sold recently","$10.70","-29%","","","Simple Retro Commuter Style Wine Red PU Material Handbag With Multiple Pockets For Women, Can Be Used As Shoulder Bag Or Y2K Stick Bag, Suitable For Formal Occasions, Parties, Weddings, College Students, Returning To School, Campus, Business Trips, Travel"
"","","","40+ sold recently","$29.99","-44%","","","Laptop Bag For Women 15.6 Inch Waterproof Laptop Tote Work Bag Leather Computer Tote Briefcase Bag Office Professional Large Capacity Handbag Shoulder Bag"
"","","","80+ sold recently","$2.00","-13%","","","Crocodile Color PU Portable Ultra-Thin Minimalist Multi-Card Bag, Short Purse, Fashion Coin Short Wallet Suitable For Men And Women Daily"
"","","","20+ sold recently","$7.50","-26%","","","High School Students University Freshman Multifunctional Sling Bag Shoulder Bag Casual Bag Men Letter Patch Pocket Front Square Bag, Schoolbag For Travel, College, School,Outdoors, Sports Black Friday College Bag Fathers Day Gifts Summer Dad For Books Back To School Multi-Functional Dorm"
"","","","100+ sold recently","$21.99","","","","MOTF PREMIUM WOMEN'S COMMUTE CONTRAST BINDING SIMPLE SHOULDER BAG"
"","","","600+ sold recently","$15.40","-23%","","","Lightweight Ring Handle Design Straw Bag For Teen Girls Women College Students,Rookies White-Collar Workers Perfect For Office,College,Outdoors,Travel,Outings,Shopping,Bag, Summer Essentials, Beach Essentials Women Bags For Vacation & Holiday"
"","","","70+ sold recently","$7.34","-32%","","","Fresh Floral Print Laptop Inner Bag, Portable Waterproof Tablet Sleeve With Shockproof Protection"
"","","","30+ sold recently","$10.73","-38%","","","Independent Shoe Compartment Gym Bag With Wet Dry Separation, Portable Fashionable Travel Duffel Bag For Men And Women, Short-Term Trip Casual Bag For Business Trip, Carry-On Luggage Bag With Shoulder Strap"
"10","","","50+ sold recently","$7.00","-29%","","","Bag Handbag Korea 2024 New Woven Underarm Bag Women's Straw Baguette Bag Joker Retro Shoulder Bag Portable Handbag"
"","","","100+ sold recently","$2.16","-23%","","","1 Piece Of Girls' College Style Cosmetic Bag, Contrasting Color Plaid Large Capacity Makeup Storage Bag, Clutch Bag"
"7","","","90+ sold recently","$2.70","-13%","","","Men Minimalist Card Holder Gift Father Mini Lightweight Casual Portable Cash Money ID Card Credit Card Bifold Coin Pocket Short Wallet Small Pouch Small Purse Pocket Wallet For Birthday Gift Gift Anniversary On Valentine Day Lover Men Male School Student For College Student Teenagers Gift Gift Bag Present Gifts For Teachers"
"6","","","400+ sold recently","$13.40","-29%","","","Xiuya Y2k Large Capacity Shoulder Bag, Black PU Leather Cross Tote, American Punk Goth, Fashion, Simple Designer Tote"
"","","","10+ sold recently","$5.70","-12%","","","Minimalist Long Purse Gift For Father Checkbook Cover Slim Portable Money Cash White-Collar Workers For Female For Women College Work Business Commute Office For Anniversary For Lover For Birthday Gift On Valentine Day Gift Gift BLACK FRIDAY Present Gifts For Teachers"
"","","","100+ sold recently","$1.70","-11%","","","Cute Floral Print Kiss Lock Coin Purse - Perfect For Storing Earphones, Keys & More! Lightweight,Fashion Money For Anniversary,For Birthday Gift,For Gift White-Collar Workers,For Male,For Female"
"","","","10+ sold recently","$2.80","-24%","","","1pc Nylon Zipper Closed Stylish Small Chest Bag, Mini Letter Chest Bag Casual Bag Suitable For Everyday Use"
"","","","80+ sold recently","$2.90","-12%","","","6.7inch Light Pink Bag Extension Chain Strap Women's Shoulder Bag Decorative Chain Bowknot & Black Plant Printed Scarf Braided Strap"
"","","","","$6.50","-24%","","","Korean New Style Casual Soft Leather Crossbody Phone Bag, Simple Fashionable One Shoulder Bag For Women, Cute Mini Bag"
"6","","","200+ sold recently","$4.30","-12%","","","Wallets Money Bag Card Holder Pocket Purse Cute Fashion Geometric Patchwork Portable Money Cash White-Collar Workers For Men For Male College Work Business Commute Office For Anniversary For Lover For Birthday Gift On Valentine Day Gift Gift BLACK FRIDAY Present"
"4","","","10+ sold recently","$11.40","-12%","","","Laptop Bag Diamond Pattern Handheld Laptop Protective Case Fits 13 13.3 14 15 16 Inch MacBook Air Pro M3/M2/M1 Max PC Laptop Notebook Computer Chromebook"
"6","","","1.2k+ sold recently","$3.87","-23%","","","New Arrivals Mini Zipper Coin Purse For Women With Multi Card Slot Function And Keychain Portable Money Cash White-Collar Workers For Female College Work Business Commute Office For Anniversary ForFor Birthday Gift On Valentine Day Gift Gift ID Card Holder Hot Pink Purse Wallet Keychain"
"","","","100+ sold recently","$5.00","-14%","","","Mini Crossbody Bag Letter Patch Decor Square Bag School Bag For Graduate Teen Girls Freshman Sophomore Junior & Senior In College University & High School Perfect For Outdoors Travel & Back To School Lightweight Fashion White-Collar Workers College Work Business Commute Office For Anniversary For Lover For Birthday Gift On Valentine Day Phone Purse Phone Pouch"
"","","","2.3k+ sold recently","$12.70","-29%","","","Solid Color Floral Print Fashion Square Bag For Daily Use"
"","","","500+ sold recently","$2.60","-10%","","","1pc Wristlet Keychain For Women And Men Key Chain Holder Wrist Lanyard For Keys. Printed Wrist Lanyard For Keys Cute Wrist Strap Lanyard Key Chain Holders Wristband Key Chain Key Wrist Straps Key Lanyard"
"","","","90+ sold recently","$14.50","-27%","","","High School Students University Freshman Multifunctional Sling Bag Casual Bag Men Buckle Decor Letter Graphic Crossbody Bag With Coin Purse, Handbag Schoolbag For Travel,College,Outdoors,Commute Shoulder Bag Side Bag Holiday Essentials Going Out Lightweight Carry On With Adjustable Strap Messenger Bags Nylon Minimalist Large Capacity Portable Outdoor Dad Gifts Father Gifts Men Gifts Present Valentines Gifts Black Friday Square Bag Black Bag Summer Fathers Day Gifts College Bag For Books Back To School Multi-Functional Dorm"
"","","","","$9.50","-23%","","","Casual Fashion New Style Chest Bag, Simple And Stylish Solid Color Waist Bag With Chain Design And Small Bag, Wide Strap, One Shoulder, Diagonal, Ideal For Commuting, Daily Outing, And Shopping"
"12","","","200+ sold recently","$6.10","-31%","","","Artificial Patent Leather Minimalist Hobo Bag, Perfect For Music Festival"
"","","","500+ sold recently","$4.30","-10%","","","HARRY POTTER X SHEIN Letter Graphic Black Pu Card Holder"
"4","","","1.7k+ sold recently","$6.10","-12%","","","1pc Christian Tote Bag, Flower Jesus Print Christian Gifts For Women Soft Inspirational Gifts Scripture Bag, With Bible Verse Prayer -God Say You Are- Gifts For Women Mom Wife Girlfriend Christma,Christma Gift Daily, Christian Ornament Decoration Perfect Gift College Bag Fathers Day Gifts Summer Dad Back To School Bag For School Multi-Functional For Books For School Supplies Commute Undergraduates Freshmen University Dorm Stylish Practical Extra Large"
"","","","200+ sold recently","$3.10","-11%","","","Mini Key Pouch + Hooked Outdoor Sports Portable Fabric Durable Small Wallet Business Casual"
"","","","60+ sold recently","$19.50","-23%","","","In 2024, The New Fashion Classic Large-Capacity Solid Color Pu Waterproof Fabric Double-Handle Shoulder Bag Quilted Embroidery Thread Design Tote Bag Is Suitable For Traveling, Shopping And Commuting."
"","","","500+ sold recently","$7.70","-23%","","","1 Black Large-Capacity Retro Simple Fashion Casual Pu Leather Solid Color Shoulder Tote Bag,Suitable For Daily Commuting,A Must-Have For The Back-To-School Season,School Bag,Large Capacity,Portable,Classic Casual,For Teen Girls Women College Students,White-Collar Workers,Perfect For Work,Back To School,Middle School,High School,College,Vacation"
"","","","100+ sold recently","$4.20","-29%","","","Letter Graphic Bag"
"","","","300+ sold recently","$4.80","-11%","","","Fashionable Vintage Men's Short Wallet With Multiple Card Slots, Large Capacity, Portable And Multi-Functional, A Christmas Gift For Men"
"","","","","$9.00","-30%","","","Minimalist Zip Shoulder Saddle Bag"
"","","","100+ sold recently","$5.70","-7%","","","30pcs Angel Keychain Gift Set, Keychain Bottle Opener Key Ring Gift Set 10 Sets With Angel Keychains, Transparent Organza Bag, Blank Kraft Paper Tag For Guests, Girls, Boys, Baby Shower, Bridal Party Favors, Wedding Decor, Party Supplies"
"","","","100+ sold recently","$2.60","-13%","","","Floral & Folding Fan Design Bag Charm Adorable Key Pendant Bag Pendant Keychain Japanese Style Bag Pendant Feng Shui Japanese Flower Keychain With Lucky Bag For Health Education Security And Wealth Car Accessaries Women Key Chain Charms Enamel Pin"
"","","","100+ sold recently","$2.60","-13%","","","1 Pc Cat Ear Design Girls Women ID Tag Employee's Pass Work Card Cover Case Badge Holder With Retractable Badge Reel Lanyard"
"12","","","1.5k+ sold recently","$6.90","-23%","","","Minimalist Straw Bag,Perfect For Summer Beach Travel Vacation, Summer Essentials, Perfect For Vacation & Holiday"
"5","","","1.7k+ sold recently","$5.56","-46%","","","Minimalist Women's Shoulder Handbags Crochet Bags, Holiday Gifts For Mom Y2K Simple Solid Color Long Wallet, Casual All-Match Card Coin Purse,Hobo Knitted Tote Bag,Black Portable Clutch Bag,Shoulder Shopping Bag,Suitable For Gifting Girlfriends, School Girl,Coworker, Teacher"
"10","","","300+ sold recently","$6.40","-30%","","","Minimalist PU Leather Hobo Bag, Large Capacity Commuting Tote Bag, Retro Style Shoulder Bag For Women Lightweight,Business Casual Minimalist Canvas Hobo Bag For Teen Girls Women College Students,Rookies & White-collar Workers Perfect for Office,College,Work ,Business,Commute"
"5","","","","$21.41","-16%","","","Small Shoulder Bag For Women Crossbody Purses Faux Leather Fashion Handbags Clutch Hobo Small Bag For Shopping Daily"
"4","","","1.0k+ sold recently","$4.77","-50%","","","Hollow Out Crochet Bag Simple Retro Hollow Crochet Bag, Large Capacity Shopping Bag, Women's Woven Shoulder Bag, Mothers Day Gift For Mom Fashion Classic Retro Leather Handbag Crossbody Bag Document Briefcase Work Bag Computer Compartment Bag Travel Bag Travel & Valentines Day Gifts !"
"","","","3.8k+ sold recently","$2.40","-4%","","","Cute 1pc Theme Designed 'Live Love Lamp' Keychain, A Gift For Fans"
"","","","","$5.20","-12%","#1 Best Sellers","in Long Wallets","2023 Korean Style Women's Long Zipper Wallet Multi-Functional Pu Leather Clutch With Large Capacity For Phone And Cash Gift Gift BLACK FRIDAY Present Gifts For Teachers Wristlet Wallet"
"","","","","$15.30","-12%","#6 Best Sellers","in Men Clutches & Wristlet Bags","1Pc Large Capacity Men's Casual Business Handheld Clutch Bag Handbag Wristlet Bag Holiday Essentials For Travel Fall Stuff Anti-Theft Portable Lightweight Gift For Men Black Friday Hand Bag Office Supplies Storage Men Gift Gift For Husband Dad Gift Valentines Gift Fathers Day Gifts Summer Medieval Vintage Bag Back To School Bag For School Multi-Functional For School Supplies Commute Undergraduates Freshmen University Stylish Practical"
"","","","100+ sold recently","$9.50","-15%","","","Men Letter Patch Decor Chest Bag Fanny Pack Waist Bag Black Friday College Bag Fathers Day Gifts Summer Dad Freshman For Books Back To School Multi-Functional Dorm University"
"6","","","40+ sold recently","$7.90","-23%","","","Women PU Leather Top Handle large Tote bag"
"","","","1.9k+ sold recently","$2.10","-30%","","","Boho 1pc Bohemian Daisy Flower Keychain With Braided Wrist Strap For Diy, Handmade, Cellphone, Handbag Decoration, Keyring Lanyard"
"8","","","700+ sold recently","$2.90","-12%","","","Minimalist Card Holder Slim Lightweight Portable Cash Money ID Card Credit Card Slot Bifold Coin Pocket Short Wallet Small Pouch Small Purse Pocket Wallet For Birthday Gift Women School Student For College Student Teenagers Purse Small Wallets Purse Stand Wallet Card Holder Teacher Gifts Gift For Girlfriend Women Gifts Gift Bag Present School Supplies Teacher Gifts Back To School"
"18","","","200+ sold recently","$9.00","-23%","","","1 Piece Of Letter Patch Decoration Solid Color Large Capacity Corduroy Shoulder Tote Bag Multiplepockets Shopper Bag Mothers Day Gift For Mom, Foldable Bag For School, Work, Travel School Bag For Graduate, Teen Girls, Freshman, Sophomore, Junior & Senior In College, University & High School, Perfect For Outdoors ,Travel & Back To School For Teen Girls Women College Students,Rookies & White-Collar Workers Perfect For Office,College,Work ,Business,Commute,Outdoors, Travel, Outings"
"","","","200+ sold recently","$7.50","-23%","","","Women Canvas Shoulder Bag London Books Print Ladies Casual Handbag Tote Bag Reusable Large Capacity Shopping Beach Bag"
"","","","500+ sold recently","$11.80","-29%","","","Lightweight,Business Casual Elegant Hobo Bag Small Geometric Pattern Adjustable-strap PU Summer Bag Vocation Beach For Travel Holiday For Teen Girls Women College Students,Rookies & White-collar Workers Perfect for Office,College,Work ,Business,Commute,Outdoors, Travel, Outings"
"4","","","30+ sold recently","$11.70","-12%","","","Laptop Bag Diamond Pattern Portable Protective Cover Compatible With 13 13.3 14 15 16 Inch MacBook Air Pro Notebook M3/M2/M1 Max PC Laptop Notebook Computer Chromebook"
"","","","1.7k+ sold recently","$0.60","-63%","","","Strawberry Pendant Keychain for gifts, wallets, school bags, backpacks, and satchels"
"","","","10+ sold recently","$11.80","-12%","","","Minimalist Flap Square Bag, Small Crossbody Bag For Women, Square Side Shoulder Purse Handbag With Wide Strap, Cell Phone Purse Women's Shoulder Handbag Wallet Purse With Credit Card Slots, Convertible Crossbody Backpack"
"","","","200+ sold recently","$2.20","-8%","","","1pc  Inside Out Keychains Cartoon Joy Sadness Anger Disgust Fear Action Figures Dolls Key Rings Kawaii Bags Pendants Kids Toys,Car Key Pendant"
"6","","","80+ sold recently","$9.90","-12%","","","A Green Long Wallet 2024 Spring/Summer New Small Floral Folding Flap Buckle Can Be Expanded Multi-Functional Preppy Style Fashion Trend Printed Three-Fold Bag Multi-Card High-End Boutique Sweet Lady Holding Bag Party Birthday Gift Daily Storage Long Wallet"
"6","","","100+ sold recently","$13.20","-23%","","","Large Capacity,Waterproof,Portable,Business Casual Simple & Elegant Pu Leather Large Capacity Tote Bag For Women For Teen Girls Women College Students,Rookies & White-Collar Workers Perfect For Office,Work ,Business,Commute,Teachers' Day,Teacher Gifts, Minimalist Style Women Bag"
"5","","","","$10.10","-23%","","","1pc Large Capacity Magnetic Snap PU Patchwork Fashion Handbag For Women, Suitable For Daily Use"
"20","","","800+ sold recently","$5.90","-29%","","","Fashion Solid Color One Shoulder Bag, Minimalist Style Women Bag"
"14","","","200+ sold recently","$2.30","-12%","","","Fashion Two Tone Card Holder Slim Lightweight Portable Cash Money ID Card Credit Card Coin Pocket For Birthday Gift Gift Anniversary Christmas On Valentine Day Lover Female Lady Girls Women Teenagers For College Student School Student,Bag School Supplies For School Dorm Room & Back To School School Supplies Teacher Gifts Back To School"
